Region_ID,State,Mountain_Range,Nearby_River,Wildlife_Sanctuary,Restriction_Type,Dominant_Trees,Key_Animals,Minerals_Present,Elevation_m,Slope_deg,NDVI,Forest_Cover_Percent,Distance_to_River_km,Protected_Area,Existing_Mining,Mining_Allowed,Deforestation_Risk,Water_Pollution_Risk,Air_Pollution_Risk,Annual_Rainfall_mm,Seasonal_Rainfall_Variability,Avg_Temperature_C,Max_Temperature_C,Min_Temperature_C,Seismic_Zone,Population_Density_per_km2,Land_Use_Type,Mining_Employment_Dependency_%,Past_Mining_Accidents,Previous_Hazard_Report,Distance_to_Road_km,Distance_to_Rail_km,Distance_to_Town_km,Road_Connectivity,Rail_Connectivity
R6881,Telangana,Eastern Ghats,Godavari,Kawal Wildlife Sanctuary,Wildlife Sanctuary,"Teak, Neem","Tiger, Deer","Granite, Limestone",506,7,0.4,53,4,1,0,Yes,Low,High,Medium,1563,1.36,33,38,30,III,831,Mixed,5,4,High,8.8,36,26,Good,Medium
R6882,Karnataka,Western Ghats,Sharavathi,Dandeli Wildlife Sanctuary,Wildlife Sanctuary,"Teak, Rosewood","Tiger, Elephant","Gold, Iron Ore",133,13,0.36,48,1.9,1,0,Yes,Very High,Low,Low,1498,1.38,27,30,20,II,1035,Urban,17,2,High,3,26.8,145.5,Excellent,None
R6883,Karnataka,Western Ghats,Sharavathi,Dandeli Wildlife Sanctuary,Wildlife Sanctuary,"Teak, Rosewood","Tiger, Elephant","Gold, Iron Ore",263,10,0.46,24,2.8,1,1,Yes,High,High,Medium,3155,0.26,25,28,18,II,1108,Agriculture,45,0,Medium,12.4,22.2,94.5,Moderate,Medium
R6884,Madhya Pradesh,Satpura Range,Narmada,Pachmarhi Wildlife Sanctuary,Biosphere Reserve,"Teak, Sal","Gaur, Leopard","Manganese, Copper",539,24,0.37,79,4.1,1,0,No,High,Low,Medium,758,0.71,23,28,18,IV,276,Mixed,17,3,Low,17.8,9.6,76.1,Moderate,Low
R6885,Goa,Western Ghats,Mandovi,Bhagwan Mahavir Sanctuary,Wildlife Sanctuary,"Evergreen Trees, Bamboo","Hornbill, Deer","Iron Ore, Laterite",714,27,0.69,44,3.5,1,0,Yes,High,Medium,Medium,2698,0.6,22,32,16,IV,958,Urban,10,0,Low,8.8,39.5,14.8,Good,Low
R6886,Odisha,Eastern Ghats,Brahmani,Similipal Wildlife Sanctuary,Biosphere Reserve,"Sal, Bamboo","Elephant, Tiger","Iron Ore, Bauxite",735,7,0.57,82,6.4,1,0,Yes,Low,High,Medium,974,0.42,27,32,19,V,790,Urban,9,2,High,5.4,46.5,60.6,Moderate,Low
R6887,Assam,Eastern Himalayas,Brahmaputra,Kaziranga Wildlife Sanctuary,National Park,"Elephant Grass, Reed","Rhino, Deer","Coal, Limestone",631,14,0.27,26,0.5,1,1,Yes,Very High,Medium,High,622,0.76,19,29,15,II,69,Forest,38,1,High,16.4,37.5,72.1,Moderate,High
R6888,Assam,Eastern Himalayas,Brahmaputra,Kaziranga Wildlife Sanctuary,National Park,"Elephant Grass, Reed","Rhino, Deer","Coal, Limestone",327,14,0.69,70,0.6,1,1,Yes,Low,High,High,1553,0.58,35,39,28,IV,843,Forest,52,0,Low,19,9.6,73.9,Poor,Medium
R6889,Odisha,Eastern Ghats,Brahmani,Similipal Wildlife Sanctuary,Biosphere Reserve,"Sal, Bamboo","Elephant, Tiger","Iron Ore, Bauxite",545,12,0.58,46,1.3,1,1,Yes,Low,Low,Low,533,1.1,22,25,16,II,483,Agriculture,50,0,Medium,15.8,29.5,20.8,Moderate,Medium
R6890,Telangana,Eastern Ghats,Godavari,Kawal Wildlife Sanctuary,Wildlife Sanctuary,"Teak, Neem","Tiger, Deer","Granite, Limestone",185,12,0.85,42,5.9,1,1,Yes,High,Low,Low,841,0.26,16,21,12,III,1140,Agriculture,41,0,Medium,9,52,117.4,Good,Medium
R6891,Telangana,Eastern Ghats,Godavari,Kawal Wildlife Sanctuary,Wildlife Sanctuary,"Teak, Neem","Tiger, Deer","Granite, Limestone",339,26,0.41,62,3.9,1,0,No,Very High,Low,Low,1882,1.04,24,32,20,IV,181,Forest,24,0,High,1.2,32.3,140.6,Good,Medium
R6892,Goa,Western Ghats,Mandovi,Bhagwan Mahavir Sanctuary,Wildlife Sanctuary,"Evergreen Trees, Bamboo","Hornbill, Deer","Iron Ore, Laterite",130,7,0.78,60,2.8,1,0,Yes,Very High,Low,High,2085,0.58,21,26,13,III,262,Agriculture,10,0,Low,10.1,59.5,126,Moderate,None
R6893,Goa,Western Ghats,Mandovi,Bhagwan Mahavir Sanctuary,Wildlife Sanctuary,"Evergreen Trees, Bamboo","Hornbill, Deer","Iron Ore, Laterite",732,4,0.3,72,6.4,1,1,Yes,Medium,Medium,Low,1402,0.7,35,45,27,III,157,Mixed,66,5,Medium,13.3,2,12.1,Moderate,Medium
R6894,Rajasthan,Aravalli Range,Sabarmati,Kumbhalgarh Wildlife Sanctuary,Eco-Sensitive Zone,"Khejri, Banyan","Leopard, Hyena","Marble, Limestone",747,30,0.68,68,0.6,1,1,No,High,Medium,Low,3218,1.48,21,25,18,IV,591,Forest,39,0,Medium,19.2,12,22.6,Good,Low
R6895,Karnataka,Western Ghats,Sharavathi,Dandeli Wildlife Sanctuary,Wildlife Sanctuary,"Teak, Rosewood","Tiger, Elephant","Gold, Iron Ore",678,25,0.62,67,1.6,1,1,No,Very High,Medium,Medium,939,0.33,20,29,15,II,455,Forest,44,0,Low,11.8,23.9,78.8,Poor,Low
R6896,Rajasthan,Aravalli Range,Sabarmati,Kumbhalgarh Wildlife Sanctuary,Eco-Sensitive Zone,"Khejri, Banyan","Leopard, Hyena","Marble, Limestone",381,9,0.64,76,0.7,1,1,Yes,Medium,Medium,Medium,1585,0.92,18,21,13,II,1368,Agriculture,68,2,Medium,9.2,45.1,68.7,Moderate,None
R6897,Chhattisgarh,Maikal Hills,Hasdeo,Achanakmar Wildlife Sanctuary,Biosphere Reserve,"Sal, Mahua","Bear, Tiger","Coal, Bauxite",793,29,0.32,76,2.7,1,0,No,Low,Medium,High,3006,1.23,32,38,24,II,566,Forest,23,1,High,1.9,2.4,44.7,Poor,High
R6898,Assam,Eastern Himalayas,Brahmaputra,Kaziranga Wildlife Sanctuary,National Park,"Elephant Grass, Reed","Rhino, Deer","Coal, Limestone",584,26,0.6,73,3.9,1,0,No,Low,Low,Low,2776,0.37,24,34,20,IV,113,Forest,5,0,High,7,24.1,114.1,Good,Medium
R6899,Chhattisgarh,Maikal Hills,Hasdeo,Achanakmar Wildlife Sanctuary,Biosphere Reserve,"Sal, Mahua","Bear, Tiger","Coal, Bauxite",412,19,0.31,64,1.8,1,0,No,High,High,High,848,0.83,21,28,15,IV,1062,Agriculture,23,0,Low,16.4,9.8,43.6,Good,Low
R6900,Goa,Western Ghats,Mandovi,Bhagwan Mahavir Sanctuary,Wildlife Sanctuary,"Evergreen Trees, Bamboo","Hornbill, Deer","Iron Ore, Laterite",395,27,0.76,44,2,1,1,Yes,High,Medium,Medium,1748,1.04,34,43,28,II,297,Forest,62,3,High,0.6,31.6,139.6,Moderate,None
R6901,Karnataka,Western Ghats,Sharavathi,Dandeli Wildlife Sanctuary,Wildlife Sanctuary,"Teak, Rosewood","Tiger, Elephant","Gold, Iron Ore",773,28,0.53,24,0.4,1,1,Yes,Low,Medium,Medium,897,0.97,18,24,14,II,1124,Mixed,38,4,High,12.9,59,15.2,Poor,None
R6902,Odisha,Eastern Ghats,Brahmani,Similipal Wildlife Sanctuary,Biosphere Reserve,"Sal, Bamboo","Elephant, Tiger","Iron Ore, Bauxite",697,14,0.67,76,1.8,1,0,Yes,High,Medium,Medium,1765,0.68,30,34,25,III,1180,Forest,18,1,Low,10.9,28.5,38.1,Good,None
R6903,Assam,Eastern Himalayas,Brahmaputra,Kaziranga Wildlife Sanctuary,National Park,"Elephant Grass, Reed","Rhino, Deer","Coal, Limestone",261,15,0.26,49,2.9,1,1,Yes,Low,Low,High,1682,0.9,16,25,8,II,1357,Urban,53,0,Medium,19.2,34.8,145.2,Good,Medium
R6904,Chhattisgarh,Maikal Hills,Hasdeo,Achanakmar Wildlife Sanctuary,Biosphere Reserve,"Sal, Mahua","Bear, Tiger","Coal, Bauxite",173,25,0.28,21,3.4,1,0,Yes,Medium,Medium,Low,2772,1.39,34,44,31,II,442,Urban,7,0,Very High,2,30.7,35.1,Good,Low
R6905,Chhattisgarh,Maikal Hills,Hasdeo,Achanakmar Wildlife Sanctuary,Biosphere Reserve,"Sal, Mahua","Bear, Tiger","Coal, Bauxite",724,16,0.79,62,0.5,1,0,No,High,High,Low,2148,1.15,16,24,11,IV,732,Urban,13,1,Low,18,12.6,106,Poor,Low
R6906,Rajasthan,Aravalli Range,Sabarmati,Kumbhalgarh Wildlife Sanctuary,Eco-Sensitive Zone,"Khejri, Banyan","Leopard, Hyena","Marble, Limestone",182,17,0.79,61,0.2,1,0,No,Low,High,Low,2370,1.48,35,42,32,II,559,Forest,13,2,Medium,7.9,26.7,69.4,Poor,High
R6907,Telangana,Eastern Ghats,Godavari,Kawal Wildlife Sanctuary,Wildlife Sanctuary,"Teak, Neem","Tiger, Deer","Granite, Limestone",550,10,0.39,55,0.3,1,0,Yes,High,High,Medium,2945,1.33,29,32,26,III,277,Agriculture,25,5,Low,18.7,36.6,24.2,Good,None
R6908,Madhya Pradesh,Satpura Range,Narmada,Pachmarhi Wildlife Sanctuary,Biosphere Reserve,"Teak, Sal","Gaur, Leopard","Manganese, Copper",172,20,0.85,22,2.2,1,1,Yes,High,Medium,Low,3399,1.44,22,29,14,III,94,Forest,30,2,Low,17.9,29,95.8,Moderate,Low
R6909,Odisha,Eastern Ghats,Brahmani,Similipal Wildlife Sanctuary,Biosphere Reserve,"Sal, Bamboo","Elephant, Tiger","Iron Ore, Bauxite",144,25,0.79,49,2.8,1,0,Yes,High,High,High,405,0.56,18,23,12,IV,271,Urban,16,0,High,16.3,49.3,112.2,Excellent,High
R6910,Goa,Western Ghats,Mandovi,Bhagwan Mahavir Sanctuary,Wildlife Sanctuary,"Evergreen Trees, Bamboo","Hornbill, Deer","Iron Ore, Laterite",752,30,0.84,70,3.9,1,0,No,Low,Medium,Medium,1159,1.49,15,24,7,IV,608,Agriculture,13,0,Low,17.9,19.5,116.3,Poor,None
R6911,Goa,Western Ghats,Mandovi,Bhagwan Mahavir Sanctuary,Wildlife Sanctuary,"Evergreen Trees, Bamboo","Hornbill, Deer","Iron Ore, Laterite",736,27,0.53,17,3.9,1,1,Yes,Medium,Low,Medium,771,0.92,21,26,14,II,1348,Forest,51,0,Medium,16.9,26,90.6,Moderate,Medium
R6912,Chhattisgarh,Maikal Hills,Hasdeo,Achanakmar Wildlife Sanctuary,Biosphere Reserve,"Sal, Mahua","Bear, Tiger","Coal, Bauxite",615,26,0.29,62,0.7,1,0,No,High,High,Low,1958,0.86,22,30,16,III,1311,Forest,12,3,High,3.5,37.5,86.2,Moderate,Low
R6913,Odisha,Eastern Ghats,Brahmani,Similipal Wildlife Sanctuary,Biosphere Reserve,"Sal, Bamboo","Elephant, Tiger","Iron Ore, Bauxite",273,7,0.79,15,2.1,1,0,Yes,Medium,Low,High,2399,0.74,29,35,21,V,1433,Forest,25,1,High,12.1,34.4,116.3,Good,Low
R6914,Rajasthan,Aravalli Range,Sabarmati,Kumbhalgarh Wildlife Sanctuary,Eco-Sensitive Zone,"Khejri, Banyan","Leopard, Hyena","Marble, Limestone",843,25,0.28,81,3.3,1,1,No,High,Low,High,943,1.06,35,43,28,II,873,Agriculture,64,0,Medium,13.7,8.7,99.8,Moderate,None
R6915,Rajasthan,Aravalli Range,Sabarmati,Kumbhalgarh Wildlife Sanctuary,Eco-Sensitive Zone,"Khejri, Banyan","Leopard, Hyena","Marble, Limestone",622,23,0.75,46,0.9,1,0,Yes,Very High,High,Low,1177,1.11,29,33,24,III,1241,Mixed,8,1,Low,0.4,41.5,12,Good,None
R6916,Chhattisgarh,Maikal Hills,Hasdeo,Achanakmar Wildlife Sanctuary,Biosphere Reserve,"Sal, Mahua","Bear, Tiger","Coal, Bauxite",204,7,0.48,36,4.4,1,0,Yes,Low,Medium,Medium,727,0.91,26,33,21,III,50,Forest,6,1,Medium,6,10.8,95.8,Moderate,Medium
R6917,Odisha,Eastern Ghats,Brahmani,Similipal Wildlife Sanctuary,Biosphere Reserve,"Sal, Bamboo","Elephant, Tiger","Iron Ore, Bauxite",437,26,0.79,54,3.5,1,1,No,Very High,Medium,High,834,1.25,24,28,17,II,1141,Forest,67,1,High,11,33.5,17.4,Moderate,High
R6918,Madhya Pradesh,Satpura Range,Narmada,Pachmarhi Wildlife Sanctuary,Biosphere Reserve,"Teak, Sal","Gaur, Leopard","Manganese, Copper",206,27,0.73,36,1.5,1,1,Yes,Low,High,Medium,2154,1.36,35,40,30,IV,778,Mixed,63,2,Low,6.1,57.6,48,Excellent,Low
R6919,Madhya Pradesh,Satpura Range,Narmada,Pachmarhi Wildlife Sanctuary,Biosphere Reserve,"Teak, Sal","Gaur, Leopard","Manganese, Copper",476,25,0.32,46,1.8,1,1,Yes,Medium,High,Medium,634,1.39,19,28,15,IV,596,Forest,48,0,Very High,9.4,46,30.3,Good,High
R6920,Rajasthan,Aravalli Range,Sabarmati,Kumbhalgarh Wildlife Sanctuary,Eco-Sensitive Zone,"Khejri, Banyan","Leopard, Hyena","Marble, Limestone",338,9,0.71,83,0.8,1,0,Yes,Medium,Low,Low,1793,0.74,16,26,11,III,1105,Forest,6,0,High,5.4,43.6,80.8,Moderate,High
R6921,Goa,Western Ghats,Mandovi,Bhagwan Mahavir Sanctuary,Wildlife Sanctuary,"Evergreen Trees, Bamboo","Hornbill, Deer","Iron Ore, Laterite",663,29,0.74,22,2.5,1,0,Yes,Very High,High,Low,1773,0.66,25,32,21,II,1092,Urban,19,0,High,3.8,14.9,101.4,Moderate,None
R6922,Odisha,Eastern Ghats,Brahmani,Similipal Wildlife Sanctuary,Biosphere Reserve,"Sal, Bamboo","Elephant, Tiger","Iron Ore, Bauxite",820,6,0.69,68,5.8,1,0,Yes,High,High,Medium,2512,1.5,34,42,27,II,961,Forest,5,0,Low,19,34.1,68.4,Good,High
R6923,Telangana,Eastern Ghats,Godavari,Kawal Wildlife Sanctuary,Wildlife Sanctuary,"Teak, Neem","Tiger, Deer","Granite, Limestone",888,22,0.8,72,6.1,1,0,No,Low,Low,Low,448,1.4,29,37,26,II,109,Agriculture,21,1,High,6,48.8,66.2,Moderate,None
R6924,Telangana,Eastern Ghats,Godavari,Kawal Wildlife Sanctuary,Wildlife Sanctuary,"Teak, Neem","Tiger, Deer","Granite, Limestone",374,5,0.76,26,0.8,1,0,Yes,Very High,Medium,Low,2647,0.27,35,42,28,III,1012,Agriculture,7,3,Very High,3.9,48.4,97.6,Moderate,Medium
R6925,Karnataka,Western Ghats,Sharavathi,Dandeli Wildlife Sanctuary,Wildlife Sanctuary,"Teak, Rosewood","Tiger, Elephant","Gold, Iron Ore",227,25,0.44,32,5.6,1,0,Yes,Medium,Low,Medium,2900,0.37,16,23,11,III,1026,Agriculture,23,4,Medium,3.3,6.4,114.8,Good,Low
R6926,Assam,Eastern Himalayas,Brahmaputra,Kaziranga Wildlife Sanctuary,National Park,"Elephant Grass, Reed","Rhino, Deer","Coal, Limestone",233,28,0.66,28,4,1,0,Yes,Very High,Medium,High,1195,0.24,23,32,20,IV,515,Agriculture,19,0,Medium,19.8,58.3,137.2,Good,Low
R6927,Rajasthan,Aravalli Range,Sabarmati,Kumbhalgarh Wildlife Sanctuary,Eco-Sensitive Zone,"Khejri, Banyan","Leopard, Hyena","Marble, Limestone",859,14,0.84,58,5,1,0,Yes,Medium,Low,Low,3248,1.11,31,39,26,II,920,Forest,20,2,Low,16.6,21,31.3,Good,Medium
R6928,Karnataka,Western Ghats,Sharavathi,Dandeli Wildlife Sanctuary,Wildlife Sanctuary,"Teak, Rosewood","Tiger, Elephant","Gold, Iron Ore",561,30,0.63,58,0.8,1,0,No,High,Low,Low,631,0.35,29,35,26,III,443,Forest,12,4,Medium,1.1,17.3,57.3,Good,Low
R6929,Chhattisgarh,Maikal Hills,Hasdeo,Achanakmar Wildlife Sanctuary,Biosphere Reserve,"Sal, Mahua","Bear, Tiger","Coal, Bauxite",255,26,0.52,58,3.8,1,1,No,Very High,High,Low,2411,0.58,27,31,19,II,1337,Urban,40,0,Medium,3.1,5.5,34.5,Good,High
R6930,Rajasthan,Aravalli Range,Sabarmati,Kumbhalgarh Wildlife Sanctuary,Eco-Sensitive Zone,"Khejri, Banyan","Leopard, Hyena","Marble, Limestone",784,18,0.28,44,2,1,0,Yes,High,High,Medium,2793,1.09,17,25,9,IV,213,Agriculture,11,0,Low,17.8,48.7,148,Moderate,Medium
R6931,Chhattisgarh,Maikal Hills,Hasdeo,Achanakmar Wildlife Sanctuary,Biosphere Reserve,"Sal, Mahua","Bear, Tiger","Coal, Bauxite",355,20,0.74,84,0.4,1,0,No,High,Medium,Low,857,0.91,28,37,24,IV,90,Agriculture,9,4,Low,5.3,15.1,47.9,Moderate,None
R6932,Goa,Western Ghats,Mandovi,Bhagwan Mahavir Sanctuary,Wildlife Sanctuary,"Evergreen Trees, Bamboo","Hornbill, Deer","Iron Ore, Laterite",775,4,0.59,84,4.3,1,0,Yes,Very High,Low,Medium,2448,1.43,15,23,12,II,963,Forest,6,0,Low,14.3,28.3,137.4,Moderate,None
R6933,Rajasthan,Aravalli Range,Sabarmati,Kumbhalgarh Wildlife Sanctuary,Eco-Sensitive Zone,"Khejri, Banyan","Leopard, Hyena","Marble, Limestone",797,12,0.43,19,5.1,1,0,Yes,High,Low,High,897,0.42,28,31,20,V,530,Agriculture,6,4,Very High,2.5,16.8,68.3,Excellent,Low
R6934,Chhattisgarh,Maikal Hills,Hasdeo,Achanakmar Wildlife Sanctuary,Biosphere Reserve,"Sal, Mahua","Bear, Tiger","Coal, Bauxite",222,28,0.55,78,4.6,1,0,No,Medium,Low,Medium,429,0.4,15,24,12,II,1122,Forest,23,2,Medium,15.5,51.3,77.1,Poor,None
R6935,Assam,Eastern Himalayas,Brahmaputra,Kaziranga Wildlife Sanctuary,National Park,"Elephant Grass, Reed","Rhino, Deer","Coal, Limestone",293,21,0.57,43,4.7,1,0,Yes,Low,Medium,Medium,3055,0.69,34,42,27,V,86,Agriculture,12,1,Medium,5.8,27.2,59.5,Moderate,None
R6936,Chhattisgarh,Maikal Hills,Hasdeo,Achanakmar Wildlife Sanctuary,Biosphere Reserve,"Sal, Mahua","Bear, Tiger","Coal, Bauxite",150,13,0.72,25,3,1,0,Yes,Very High,Low,Low,2591,0.35,33,41,25,IV,1379,Mixed,5,0,Medium,3.8,26.9,30,Moderate,Low
R6937,Odisha,Eastern Ghats,Brahmani,Similipal Wildlife Sanctuary,Biosphere Reserve,"Sal, Bamboo","Elephant, Tiger","Iron Ore, Bauxite",670,25,0.62,61,0.7,1,0,No,High,Low,High,1884,0.68,16,26,12,II,1083,Agriculture,19,1,Low,17.9,12,110,Good,Low
R6938,Rajasthan,Aravalli Range,Sabarmati,Kumbhalgarh Wildlife Sanctuary,Eco-Sensitive Zone,"Khejri, Banyan","Leopard, Hyena","Marble, Limestone",742,20,0.81,42,6.5,1,1,Yes,Very High,High,Low,1373,1.23,29,37,22,II,1465,Agriculture,51,5,Low,13.9,52.9,100.5,Good,Low
R6939,Telangana,Eastern Ghats,Godavari,Kawal Wildlife Sanctuary,Wildlife Sanctuary,"Teak, Neem","Tiger, Deer","Granite, Limestone",878,24,0.73,72,1.7,1,1,No,Low,Medium,Low,547,1.28,20,28,12,V,488,Agriculture,42,2,Low,17.6,6.6,121.8,Moderate,High
R6940,Rajasthan,Aravalli Range,Sabarmati,Kumbhalgarh Wildlife Sanctuary,Eco-Sensitive Zone,"Khejri, Banyan","Leopard, Hyena","Marble, Limestone",176,17,0.59,21,4,1,0,Yes,Very High,Medium,High,1861,0.37,15,21,10,II,1430,Agriculture,18,0,Low,12.1,41.1,51,Good,None
R6941,Goa,Western Ghats,Mandovi,Bhagwan Mahavir Sanctuary,Wildlife Sanctuary,"Evergreen Trees, Bamboo","Hornbill, Deer","Iron Ore, Laterite",300,5,0.51,19,1.4,1,1,Yes,Medium,Low,Medium,3489,1.24,29,39,24,II,766,Agriculture,42,2,High,1.2,5.6,51.4,Poor,None
R6942,Karnataka,Western Ghats,Sharavathi,Dandeli Wildlife Sanctuary,Wildlife Sanctuary,"Teak, Rosewood","Tiger, Elephant","Gold, Iron Ore",172,28,0.59,55,5.5,1,0,No,High,High,Low,1300,1.21,27,37,21,IV,1405,Forest,13,1,High,19.6,56.1,121.6,Moderate,None
R6943,Odisha,Eastern Ghats,Brahmani,Similipal Wildlife Sanctuary,Biosphere Reserve,"Sal, Bamboo","Elephant, Tiger","Iron Ore, Bauxite",492,5,0.72,21,5,1,0,Yes,High,High,Low,3131,0.81,30,39,27,II,653,Agriculture,15,0,High,5.3,13.1,80,Moderate,Low
R6944,Assam,Eastern Himalayas,Brahmaputra,Kaziranga Wildlife Sanctuary,National Park,"Elephant Grass, Reed","Rhino, Deer","Coal, Limestone",217,22,0.45,33,5.4,1,0,Yes,High,Medium,High,2280,1.18,30,37,26,II,984,Mixed,14,1,Medium,18.6,16.2,131.3,Moderate,Low
R6945,Rajasthan,Aravalli Range,Sabarmati,Kumbhalgarh Wildlife Sanctuary,Eco-Sensitive Zone,"Khejri, Banyan","Leopard, Hyena","Marble, Limestone",157,10,0.31,55,0.9,1,1,Yes,Low,Medium,Medium,1549,0.96,15,24,11,II,1411,Forest,60,3,High,12.8,11.5,97.5,Good,High
R6946,Goa,Western Ghats,Mandovi,Bhagwan Mahavir Sanctuary,Wildlife Sanctuary,"Evergreen Trees, Bamboo","Hornbill, Deer","Iron Ore, Laterite",454,10,0.84,51,0.6,1,1,Yes,Very High,High,Low,1286,0.75,27,37,19,IV,329,Forest,31,0,High,11.2,24.3,137.3,Poor,High
R6947,Telangana,Eastern Ghats,Godavari,Kawal Wildlife Sanctuary,Wildlife Sanctuary,"Teak, Neem","Tiger, Deer","Granite, Limestone",146,7,0.81,38,4.8,1,1,Yes,High,Medium,High,3429,1.08,27,35,19,II,461,Agriculture,59,1,Medium,16.2,22.9,122.5,Poor,Low
R6948,Rajasthan,Aravalli Range,Sabarmati,Kumbhalgarh Wildlife Sanctuary,Eco-Sensitive Zone,"Khejri, Banyan","Leopard, Hyena","Marble, Limestone",147,4,0.52,23,5.7,1,1,Yes,Low,Medium,High,2148,0.96,25,34,17,IV,1132,Mixed,46,1,Medium,10.7,13.6,89.1,Poor,None
R6949,Rajasthan,Aravalli Range,Sabarmati,Kumbhalgarh Wildlife Sanctuary,Eco-Sensitive Zone,"Khejri, Banyan","Leopard, Hyena","Marble, Limestone",186,30,0.36,26,2.7,1,1,Yes,Very High,Medium,High,1574,0.63,21,25,13,II,156,Forest,44,1,Very High,10.8,29.6,93,Moderate,High
R6950,Rajasthan,Aravalli Range,Sabarmati,Kumbhalgarh Wildlife Sanctuary,Eco-Sensitive Zone,"Khejri, Banyan","Leopard, Hyena","Marble, Limestone",580,22,0.43,37,2.2,1,1,Yes,High,Low,Medium,1409,0.81,35,42,28,V,326,Urban,61,0,Medium,10.9,55.7,49.5,Moderate,Medium
R6951,Goa,Western Ghats,Mandovi,Bhagwan Mahavir Sanctuary,Wildlife Sanctuary,"Evergreen Trees, Bamboo","Hornbill, Deer","Iron Ore, Laterite",595,12,0.3,37,6.5,1,0,Yes,Very High,Medium,Low,2830,1.2,21,27,16,IV,1186,Forest,10,2,High,16.4,36.1,138,Moderate,Medium
R6952,Telangana,Eastern Ghats,Godavari,Kawal Wildlife Sanctuary,Wildlife Sanctuary,"Teak, Neem","Tiger, Deer","Granite, Limestone",804,14,0.55,52,2.8,1,1,Yes,Very High,High,Low,3395,1.49,17,21,13,IV,1260,Mixed,35,2,Low,17.9,15.3,108.7,Excellent,Medium
R6953,Odisha,Eastern Ghats,Brahmani,Similipal Wildlife Sanctuary,Biosphere Reserve,"Sal, Bamboo","Elephant, Tiger","Iron Ore, Bauxite",379,10,0.39,25,5,1,1,Yes,Low,Low,High,1892,0.21,20,29,15,II,1343,Urban,32,2,Medium,10.9,53.3,111.3,Moderate,None
R6954,Rajasthan,Aravalli Range,Sabarmati,Kumbhalgarh Wildlife Sanctuary,Eco-Sensitive Zone,"Khejri, Banyan","Leopard, Hyena","Marble, Limestone",715,30,0.61,16,6.3,1,1,Yes,Medium,High,Low,613,0.49,20,27,17,II,1146,Agriculture,42,3,Medium,2.6,48,137.2,Poor,Low
R6955,Chhattisgarh,Maikal Hills,Hasdeo,Achanakmar Wildlife Sanctuary,Biosphere Reserve,"Sal, Mahua","Bear, Tiger","Coal, Bauxite",454,23,0.8,35,1.8,1,1,Yes,High,Low,High,379,1.37,35,43,27,II,793,Forest,35,1,High,13.6,59.6,39.3,Poor,None
R6956,Assam,Eastern Himalayas,Brahmaputra,Kaziranga Wildlife Sanctuary,National Park,"Elephant Grass, Reed","Rhino, Deer","Coal, Limestone",189,12,0.86,18,3.5,1,0,Yes,Very High,Low,Medium,305,0.58,27,33,22,III,563,Agriculture,10,1,High,11.8,15.2,32.3,Good,Medium
R6957,Rajasthan,Aravalli Range,Sabarmati,Kumbhalgarh Wildlife Sanctuary,Eco-Sensitive Zone,"Khejri, Banyan","Leopard, Hyena","Marble, Limestone",188,4,0.71,33,4,1,0,Yes,High,Medium,High,1782,0.45,30,40,26,II,1035,Urban,6,5,Medium,15.9,10.2,23.5,Good,None
R6958,Madhya Pradesh,Satpura Range,Narmada,Pachmarhi Wildlife Sanctuary,Biosphere Reserve,"Teak, Sal","Gaur, Leopard","Manganese, Copper",745,19,0.87,73,4.2,1,1,No,Medium,High,Medium,653,1.1,23,33,17,II,626,Mixed,62,1,Very High,9.6,26.3,110.8,Excellent,None
R6959,Karnataka,Western Ghats,Sharavathi,Dandeli Wildlife Sanctuary,Wildlife Sanctuary,"Teak, Rosewood","Tiger, Elephant","Gold, Iron Ore",197,20,0.49,33,5.5,1,1,Yes,Very High,Low,Medium,1366,0.29,19,27,11,III,166,Urban,61,0,Medium,19.2,20.1,44.5,Poor,None
R6960,Rajasthan,Aravalli Range,Sabarmati,Kumbhalgarh Wildlife Sanctuary,Eco-Sensitive Zone,"Khejri, Banyan","Leopard, Hyena","Marble, Limestone",314,28,0.45,35,5.4,1,0,Yes,Low,Medium,High,2907,0.97,34,44,27,IV,1271,Forest,17,0,Very High,1.7,17.3,126.1,Poor,None
R6961,Chhattisgarh,Maikal Hills,Hasdeo,Achanakmar Wildlife Sanctuary,Biosphere Reserve,"Sal, Mahua","Bear, Tiger","Coal, Bauxite",362,6,0.28,18,6.1,1,0,Yes,Very High,Medium,Low,1559,0.85,35,40,28,II,425,Forest,18,2,High,16.6,59.3,85.2,Good,None
R6962,Karnataka,Western Ghats,Sharavathi,Dandeli Wildlife Sanctuary,Wildlife Sanctuary,"Teak, Rosewood","Tiger, Elephant","Gold, Iron Ore",512,7,0.71,58,3,1,1,Yes,High,High,Medium,627,0.84,35,45,30,II,570,Agriculture,55,0,Medium,13.9,24.8,122.8,Moderate,Low
R6963,Assam,Eastern Himalayas,Brahmaputra,Kaziranga Wildlife Sanctuary,National Park,"Elephant Grass, Reed","Rhino, Deer","Coal, Limestone",775,24,0.56,35,2.4,1,1,Yes,High,Low,High,1265,0.57,34,42,26,IV,1339,Urban,37,1,Medium,4.5,13,22.6,Poor,Low
